,index,,Multi_Cell_Image_Id,Multi_Cell_Image_Name,Single_Cell_Image_Id,Single_Cell_Image_Name,TableNumber,ImageNumber,Image_FileName_DAPI,Image_PathName_DAPI,Image_FileName_Tubulin,Image_PathName_Tubulin,Image_FileName_Actin,Image_PathName_Actin,Image_Metadata_Plate_DAPI,Image_Metadata_Well_DAPI,Replicate,Image_Metadata_Compound,Image_Metadata_Concentration,moa
148703,281195,281195,2261,Week5_130707_B11_s3_w1D9718605-427F-40BF-84FD-3FC0670864DF,39,Week5_130707_B11_s3_w1D9718605-427F-40BF-84FD-3FC0670864DF_39.npy,5,39,Week5_130707_B11_s3_w1D9718605-427F-40BF-84FD-3FC0670864DF.tif,Week5_28901,Week5_130707_B11_s3_w27CAE09CA-482B-489F-9244-C764A5314236.tif,Week5_28901,Week5_130707_B11_s3_w4D2111548-03E4-45BA-97D7-2EB2F56B9BAA.tif,Week5_28901,Week5_28901,B11,1,taxol,0.3,Microtubule stabilizers
136178,260370,260370,190,C11_s4_w18574B419-AC0D-4E44-8B09-CCB594B6A5F6,11,C11_s4_w18574B419-AC0D-4E44-8B09-CCB594B6A5F6_11.npy,4,3200,C11_s4_w18574B419-AC0D-4E44-8B09-CCB594B6A5F6.tif,Week4_27821,C11_s4_w2CF5F5ECD-CDD8-4F81-920B-65D144C1480D.tif,Week4_27821,C11_s4_w4D7ECE182-CD4E-46E7-B8EC-5532967A6AE7.tif,Week4_27821,Week4_27821,C11,2,taxol,0.3,Microtubule stabilizers
130629,252077,252077,372,G04_s4_w1D80D6A1F-6AE2-4CC4-9A94-CEFE5DBDCA71,89,G04_s4_w1D80D6A1F-6AE2-4CC4-9A94-CEFE5DBDCA71_89.npy,4,3092,G04_s4_w1D80D6A1F-6AE2-4CC4-9A94-CEFE5DBDCA71.tif,Week4_27801,G04_s4_w2100DD0FF-939D-479F-A78D-B1171C1D478C.tif,Week4_27801,G04_s4_w482B3C3B9-1CC4-41E0-A26D-1016F5FDBF95.tif,Week4_27801,Week4_27801,G04,1,mitomycin C,3.0,DNA damage
133332,256513,256513,42,B04_s2_w184A0D5B4-CF62-42E8-93C0-A889EAFBD914,1,B04_s2_w184A0D5B4-CF62-42E8-93C0-A889EAFBD914_1.npy,4,3130,B04_s2_w184A0D5B4-CF62-42E8-93C0-A889EAFBD914.tif,Week4_27821,B04_s2_w2565807D8-0616-4633-8919-99F74DBE9656.tif,Week4_27821,B04_s2_w4220CBB39-1ED3-4850-A614-764F506F95AA.tif,Week4_27821,Week4_27821,B04,2,cyclohexamide,15.0,Protein synthesis
28532,56247,56247,821,Week1_150607_D02_s1_w19D3E7D93-7F79-4728-A9E2-0D89DD59737E,123,Week1_150607_D02_s1_w19D3E7D93-7F79-4728-A9E2-0D89DD59737E_123.npy,1,321,Week1_150607_D02_s1_w19D3E7D93-7F79-4728-A9E2-0D89DD59737E.tif,Week1_22141,Week1_150607_D02_s1_w256DD162A-4A39-479C-AD53-C66797A9DB4F.tif,Week1_22141,Week1_150607_D02_s1_w40A73304A-B5C8-41C9-9234-5568F04EB2C7.tif,Week1_22141,Week1_22141,D02,2,DMSO,0.0,DMSO
167619,337328,337328,2616,Week6_200607_D02_s1_w1124A0DAE-AC0F-4245-ACBB-1E06DE894F4C,129,Week6_200607_D02_s1_w1124A0DAE-AC0F-4245-ACBB-1E06DE894F4C_129.npy,6,321,Week6_200607_D02_s1_w1124A0DAE-AC0F-4245-ACBB-1E06DE894F4C.tif,Week6_31661,Week6_200607_D02_s1_w2FC273F94-72C0-4F9A-9F97-9BE53CFDF0E2.tif,Week6_31661,Week6_200607_D02_s1_w4F61DC40A-5DD1-4A7F-B6DE-5D5A18A9FF1E.tif,Week6_31661,Week6_31661,D02,2,DMSO,0.0,DMSO
148309,280801,280801,2239,Week5_130707_B05_s3_w1A0C61A27-CA91-4DF6-9777-E2C5EA4F7137,50,Week5_130707_B05_s3_w1A0C61A27-CA91-4DF6-9777-E2C5EA4F7137_50.npy,5,15,Week5_130707_B05_s3_w1A0C61A27-CA91-4DF6-9777-E2C5EA4F7137.tif,Week5_28901,Week5_130707_B05_s3_w2C0039CB8-E5D4-470D-A107-45D3BFE22E21.tif,Week5_28901,Week5_130707_B05_s3_w4C9FC710F-0858-4626-A16F-8EBD65214073.tif,Week5_28901,Week5_28901,B05,1,AZ-J,1.0,Epithelial
112465,212908,212908,1635,Week3_290607_B06_s1_w1B4F6CECE-25C8-4DB7-A034-A6EB5B2BBE61,55,Week3_290607_B06_s1_w1B4F6CECE-25C8-4DB7-A034-A6EB5B2BBE61_55.npy,3,3377,Week3_290607_B06_s1_w1B4F6CECE-25C8-4DB7-A034-A6EB5B2BBE61.tif,Week3_25721,Week3_290607_B06_s1_w255EC4EE8-886D-40AE-9338-01B91A62A352.tif,Week3_25721,Week3_290607_B06_s1_w4FAD5868B-3908-4FB7-BF68-D1BAC148A0DD.tif,Week3_25721,Week3_25721,B06,3,demecolcine,0.3,Microtubule destabilizers
14317,26039,26039,601,Week10_200907_E02_s1_w186DA7D49-87CD-464B-961A-B1EA96B6A017,85,Week10_200907_E02_s1_w186DA7D49-87CD-464B-961A-B1EA96B6A017_85.npy,0,361,Week10_200907_E02_s1_w186DA7D49-87CD-464B-961A-B1EA96B6A017.tif,Week10_40115,Week10_200907_E02_s1_w286F02525-B5CB-4310-B9AA-515540559876.tif,Week10_40115,Week10_200907_E02_s1_w4F9A6A0B2-2CD5-4B30-AD04-F6E463437A62.tif,Week10_40115,Week10_40115,E02,2,taxol,0.3,Microtubule stabilizers
46647,87666,87666,808,Week1_150607_C11_s3_w183C3F2D6-8D96-4637-B6E1-9266BCED13E5,46,Week1_150607_C11_s3_w183C3F2D6-8D96-4637-B6E1-9266BCED13E5_46.npy,1,3199,Week1_150607_C11_s3_w183C3F2D6-8D96-4637-B6E1-9266BCED13E5.tif,Week1_22381,Week1_150607_C11_s3_w2BAE7478C-A598-4869-A81D-AE2193E1D8BF.tif,Week1_22381,Week1_150607_C11_s3_w4D01693E4-A906-473C-B600-7AC809C79411.tif,Week1_22381,Week1_22381,C11,2,taxol,0.3,Microtubule stabilizers
103649,195649,195649,2059,Week3_290607_F02_s4_w102BE0313-59DA-40DC-99C6-329DB9BA3A0F,60,Week3_290607_F02_s4_w102BE0313-59DA-40DC-99C6-329DB9BA3A0F_60.npy,3,3044,Week3_290607_F02_s4_w102BE0313-59DA-40DC-99C6-329DB9BA3A0F.tif,Week3_25681,Week3_290607_F02_s4_w2F72F0F16-812E-433C-A167-71959D84C668.tif,Week3_25681,Week3_290607_F02_s4_w4F4CEE104-BD49-4ADF-B7B3-775C50FC9414.tif,Week3_25681,Week3_25681,F02,1,taxol,0.3,Microtubule stabilizers
137635,264299,264299,356,G02_s4_w12C1C7E6E-8E8F-4A88-9019-58674821EF84,27,G02_s4_w12C1C7E6E-8E8F-4A88-9019-58674821EF84_27.npy,4,3324,G02_s4_w12C1C7E6E-8E8F-4A88-9019-58674821EF84.tif,Week4_27821,G02_s4_w246258231-E325-490F-A2B2-1065DF050F6F.tif,Week4_27821,G02_s4_w4AE864EAD-5350-4E04-BF3D-2362DA1454D9.tif,Week4_27821,Week4_27821,G02,2,taxol,0.3,Microtubule stabilizers
142752,272073,272073,177,C11_s2_w13B3B545C-0C3A-4377-BFC2-6CB8799146C5,24,C11_s2_w13B3B545C-0C3A-4377-BFC2-6CB8799146C5_24.npy,4,3678,C11_s2_w13B3B545C-0C3A-4377-BFC2-6CB8799146C5.tif,Week4_27861,C11_s2_w254582DE5-9BA4-4E15-BF13-3EA2470E1C79.tif,Week4_27861,C11_s2_w4A3E3C2C4-0858-4564-990D-ACEFC809C9BD.tif,Week4_27861,Week4_27861,C11,3,taxol,0.3,Microtubule stabilizers
57394,112000,112000,1223,Week2_180607_B06_s4_w16B1380A0-5442-4981-B329-4224410EA97F,25,Week2_180607_B06_s4_w16B1380A0-5442-4981-B329-4224410EA97F_25.npy,2,260,Week2_180607_B06_s4_w16B1380A0-5442-4981-B329-4224410EA97F.tif,Week2_24141,Week2_180607_B06_s4_w2385A9628-0456-4197-B849-D4BC341A0172.tif,Week2_24141,Week2_180607_B06_s4_w42577F830-33AC-4D68-A1CA-2ADF64A7AD2C.tif,Week2_24141,Week2_24141,B06,2,cytochalasin D,0.3,Actin disruptors
6619,11287,11287,593,Week10_200907_D11_s2_w16626F49E-51E1-46F9-9992-0F75617D9961,83,Week10_200907_D11_s2_w16626F49E-51E1-46F9-9992-0F75617D9961_83.npy,0,118,Week10_200907_D11_s2_w16626F49E-51E1-46F9-9992-0F75617D9961.tif,Week10_40111,Week10_200907_D11_s2_w2C984AAA3-6A33-45ED-9078-8B6DE628C576.tif,Week10_40111,Week10_200907_D11_s2_w464A5A58B-7757-4808-9709-F8C82C88AEED.tif,Week10_40111,Week10_40111,D11,1,taxol,0.3,Microtubule stabilizers
86225,167260,167260,2091,Week3_290607_F05_s1_w1944BED41-F24E-4D6A-A38F-C867FA766855,84,Week3_290607_F05_s1_w1944BED41-F24E-4D6A-A38F-C867FA766855_84.npy,3,413,Week3_290607_F05_s1_w1944BED41-F24E-4D6A-A38F-C867FA766855.tif,Week3_25441,Week3_290607_F05_s1_w212C95BF1-4140-45D4-A7D0-64A448622F1F.tif,Week3_25441,Week3_290607_F05_s1_w402EF649D-2400-47E7-A8F4-C8B1CE0595EF.tif,Week3_25441,Week3_25441,F05,2,etoposide,3.0,DNA damage
204733,432600,432600,3129,Week7_7__G06_s3_w123D4CD1F-4BD7-4DEB-8C5E-3545B9729500,193,Week7_7__G06_s3_w123D4CD1F-4BD7-4DEB-8C5E-3545B9729500_193.npy,7,3339,Week7_7__G06_s3_w123D4CD1F-4BD7-4DEB-8C5E-3545B9729500.tif,Week7_34681,Week7_7__G06_s3_w2F2F2C08B-F9C9-43C7-8660-4E2AC10057DB.tif,Week7_34681,Week7_7__G06_s3_w4179B9DFC-1871-40FA-B251-5C9D9051E9DF.tif,Week7_34681,Week7_34681,G06,3,alsterpaullone,1.0,Kinase inhibitors
179019,372703,372703,2876,Week7_230707_D04_s4_w1015B2487-B5E1-444A-B229-8AB9A2287AB7,2,Week7_230707_D04_s4_w1015B2487-B5E1-444A-B229-8AB9A2287AB7_2.npy,7,572,Week7_230707_D04_s4_w1015B2487-B5E1-444A-B229-8AB9A2287AB7.tif,Week7_34381,Week7_230707_D04_s4_w21B682EC4-3052-4268-BFBB-375A06B49953.tif,Week7_34381,Week7_230707_D04_s4_w467CB15C5-92A1-43F7-AFE8-A8FA58E71A47.tif,Week7_34381,Week7_34381,D04,3,proteasome inhibitor I,3.0,Protein degradation
124794,239767,239767,226,D11_s2_w1CC90CC2A-5BF1-4493-B7EE-8395E41A414B,15,D11_s2_w1CC90CC2A-5BF1-4493-B7EE-8395E41A414B_15.npy,4,598,D11_s2_w1CC90CC2A-5BF1-4493-B7EE-8395E41A414B.tif,Week4_27542,D11_s2_w2FBC0E0C0-91E3-4F96-807A-A67E19999548.tif,Week4_27542,D11_s2_w4681FC5B9-9AAA-4300-98C7-A631D733E4B5.tif,Week4_27542,Week4_27542,D11,3,taxol,0.3,Microtubule stabilizers
176461,365469,365469,2900,Week7_230707_E02_s4_w17F25480D-0C24-45F2-A279-701F243A4149,24,Week7_230707_E02_s4_w17F25480D-0C24-45F2-A279-701F243A4149_24.npy,7,124,Week7_230707_E02_s4_w17F25480D-0C24-45F2-A279-701F243A4149.tif,Week7_34341,Week7_230707_E02_s4_w231757610-4BDE-44C0-B0B9-417D7EBAA014.tif,Week7_34341,Week7_230707_E02_s4_w46B6BD84B-B9EC-4A08-83B1-5EA83D2DED10.tif,Week7_34341,Week7_34341,E02,1,taxol,0.3,Microtubule stabilizers
227643,487487,487487,3760,Week9_090907_F10_s1_w1BB25A539-D3F2-49F2-9017-DD17254D5DA8,41,Week9_090907_F10_s1_w1BB25A539-D3F2-49F2-9017-DD17254D5DA8_41.npy,9,3553,Week9_090907_F10_s1_w1BB25A539-D3F2-49F2-9017-DD17254D5DA8.tif,Week9_39301,Week9_090907_F10_s1_w28B296669-3A18-458A-A57F-F59C9690968B.tif,Week9_39301,Week9_090907_F10_s1_w460D59746-9A9B-4BDF-9BE0-FB5D168545FF.tif,Week9_39301,Week9_39301,F10,3,mitoxantrone,0.003,DNA replication
80845,160183,160183,1805,Week3_290607_C11_s3_w1C19A21A8-08C5-404D-A0BA-35A31A3CAF11,27,Week3_290607_C11_s3_w1C19A21A8-08C5-404D-A0BA-35A31A3CAF11_27.npy,3,319,Week3_290607_C11_s3_w1C19A21A8-08C5-404D-A0BA-35A31A3CAF11.tif,Week3_25441,Week3_290607_C11_s3_w2A75D0AE9-7FD4-4B87-AB2C-B09D5DBAA913.tif,Week3_25441,Week3_290607_C11_s3_w4FC515B7B-BDAB-447D-8156-E3FB5466C1C6.tif,Week3_25441,Week3_25441,C11,2,taxol,0.3,Microtubule stabilizers
218028,465363,465363,3799,Week9_090907_G02_s1_w1F3C22A9A-F9A6-4920-AFBC-9455B440CE4D,21,Week9_090907_G02_s1_w1F3C22A9A-F9A6-4920-AFBC-9455B440CE4D_21.npy,9,441,Week9_090907_G02_s1_w1F3C22A9A-F9A6-4920-AFBC-9455B440CE4D.tif,Week9_39221,Week9_090907_G02_s1_w20256B054-185D-453B-8C06-F3469853802A.tif,Week9_39221,Week9_090907_G02_s1_w4C4944A74-0FD3-41D2-99B0-4325A3615C8E.tif,Week9_39221,Week9_39221,G02,2,taxol,0.3,Microtubule stabilizers
131809,253257,253257,392,G06_s3_w17D92F55D-5E71-4496-96F9-94E3F483CC02,91,G06_s3_w17D92F55D-5E71-4496-96F9-94E3F483CC02_91.npy,4,3099,G06_s3_w17D92F55D-5E71-4496-96F9-94E3F483CC02.tif,Week4_27801,G06_s3_w22774B891-86A5-489C-AAB2-F3A7C5A4FB17.tif,Week4_27801,G06_s3_w45B9B43BE-60B0-42E0-B982-0C74CA81EDFE.tif,Week4_27801,Week4_27801,G06,1,mitomycin C,0.3,DNA damage
40966,75877,75877,741,Week1_150607_B06_s3_w1CCCACB4D-5E40-47CF-88F3-746D89D5E90A,42,Week1_150607_B06_s3_w1CCCACB4D-5E40-47CF-88F3-746D89D5E90A_42.npy,1,2899,Week1_150607_B06_s3_w1CCCACB4D-5E40-47CF-88F3-746D89D5E90A.tif,Week1_22361,Week1_150607_B06_s3_w201220D23-2C77-4288-8AC1-E3C6434A2AFF.tif,Week1_22361,Week1_150607_B06_s3_w40FC175C3-62C8-4A61-A820-D20FBA663530.tif,Week1_22361,Week1_22361,B06,1,latrunculin B,1.0,Actin disruptors
72376,147040,147040,1879,Week3_290607_D06_s3_w152B1EBE7-6BE5-4C59-8F44-8E6BF4B59B7A,55,Week3_290607_D06_s3_w152B1EBE7-6BE5-4C59-8F44-8E6BF4B59B7A_55.npy,3,99,Week3_290607_D06_s3_w152B1EBE7-6BE5-4C59-8F44-8E6BF4B59B7A.tif,Week3_25421,Week3_290607_D06_s3_w2A24CFA5D-AF88-4151-92E7-A2722AE5E008.tif,Week3_25421,Week3_290607_D06_s3_w4251D3152-59D4-4EB9-93D8-C22864428549.tif,Week3_25421,Week3_25421,D06,1,AZ-C,0.03,Eg5 inhibitors
66631,136444,136444,1256,Week2_180607_C02_s2_w1263F7264-EFED-4D6D-AA2F-8F3382248481,11,Week2_180607_C02_s2_w1263F7264-EFED-4D6D-AA2F-8F3382248481_11.npy,2,3402,Week2_180607_C02_s2_w1263F7264-EFED-4D6D-AA2F-8F3382248481.tif,Week2_24401,Week2_180607_C02_s2_w27A296DB3-D159-4743-B5AD-A5720716338D.tif,Week2_24401,Week2_180607_C02_s2_w4BF330412-D144-496B-B55C-155B62C96054.tif,Week2_24401,Week2_24401,C02,3,DMSO,0.0,DMSO
164493,326968,326968,2432,Week5_130707_F02_s4_w11035DA2A-2224-4280-9D4D-0E8E7A5E8E92,9,Week5_130707_F02_s4_w11035DA2A-2224-4280-9D4D-0E8E7A5E8E92_9.npy,5,3524,Week5_130707_F02_s4_w11035DA2A-2224-4280-9D4D-0E8E7A5E8E92.tif,Week5_29341,Week5_130707_F02_s4_w2E5957603-7C62-4C0F-8E7B-364D5C58BEC7.tif,Week5_29341,Week5_130707_F02_s4_w4707241FA-60CD-405E-B32B-02CB7809242B.tif,Week5_29341,Week5_29341,F02,3,taxol,0.3,Microtubule stabilizers
136878,262153,262153,269,E11_s1_w1DB879205-433C-4818-A4A6-476F1514CE9F,186,E11_s1_w1DB879205-433C-4818-A4A6-476F1514CE9F_186.npy,4,3277,E11_s1_w1DB879205-433C-4818-A4A6-476F1514CE9F.tif,Week4_27821,E11_s1_w250C3D2EC-D45B-4622-9EA6-1A3B43192A25.tif,Week4_27821,E11_s1_w434FBFB44-F7A4-4429-AEE0-7150649E4A3A.tif,Week4_27821,Week4_27821,E11,2,DMSO,0.0,DMSO
227495,487339,487339,3754,Week9_090907_F09_s3_w1B79DA2A0-CC13-4936-A2EE-623302582333,17,Week9_090907_F09_s3_w1B79DA2A0-CC13-4936-A2EE-623302582333_17.npy,9,3551,Week9_090907_F09_s3_w1B79DA2A0-CC13-4936-A2EE-623302582333.tif,Week9_39301,Week9_090907_F09_s3_w232D67257-C8FD-4CA8-822C-51A66BCC4FD3.tif,Week9_39301,Week9_090907_F09_s3_w40F95BE16-69C0-443D-9D9B-BF741709B919.tif,Week9_39301,Week9_39301,F09,3,mitoxantrone,0.01,DNA replication
70921,144584,144584,1749,Week3_290607_C02_s4_w17428DF41-4FA5-469E-92D5-B6DEFB2E3FB4,27,Week3_290607_C02_s4_w17428DF41-4FA5-469E-92D5-B6DEFB2E3FB4_27.npy,3,44,Week3_290607_C02_s4_w17428DF41-4FA5-469E-92D5-B6DEFB2E3FB4.tif,Week3_25421,Week3_290607_C02_s4_w271265692-570F-408F-8A54-43D2C27CDB1E.tif,Week3_25421,Week3_290607_C02_s4_w4CD6B416C-FD17-4125-B346-D90D42B7F4A0.tif,Week3_25421,Week3_25421,C02,1,DMSO,0.0,DMSO
129208,248911,248911,249,E02_s2_w15170A257-24A8-49DD-9935-09C0C98C2416,3,E02_s2_w15170A257-24A8-49DD-9935-09C0C98C2416_3.npy,4,3002,E02_s2_w15170A257-24A8-49DD-9935-09C0C98C2416.tif,Week4_27801,E02_s2_w279742345-EB53-4467-A9A6-F463A033A778.tif,Week4_27801,E02_s2_w4EEF562D7-D5A8-450F-8174-539D9E930536.tif,Week4_27801,Week4_27801,E02,1,taxol,0.3,Microtubule stabilizers
20112,37547,37547,589,Week10_200907_D11_s1_w17DB54278-493B-49B1-96CF-85DBCC50B28E,64,Week10_200907_D11_s1_w17DB54278-493B-49B1-96CF-85DBCC50B28E_64.npy,0,597,Week10_200907_D11_s1_w17DB54278-493B-49B1-96CF-85DBCC50B28E.tif,Week10_40119,Week10_200907_D11_s1_w2A1AECDE5-2AF9-4A52-89E6-9DACA2D338A2.tif,Week10_40119,Week10_200907_D11_s1_w48AAB59C1-2DDE-41D9-B01D-0546826DAF22.tif,Week10_40119,Week10_40119,D11,3,taxol,0.3,Microtubule stabilizers
25558,50686,50686,1121,Week1_150607_G05_s2_w15BF959C4-EBD8-4E47-8A78-7D83ADC8E032,23,Week1_150607_G05_s2_w15BF959C4-EBD8-4E47-8A78-7D83ADC8E032_23.npy,1,214,Week1_150607_G05_s2_w15BF959C4-EBD8-4E47-8A78-7D83ADC8E032.tif,Week1_22123,Week1_150607_G05_s2_w25276A538-4617-488F-844D-8D4B9D611027.tif,Week1_22123,Week1_150607_G05_s2_w4BD836AE9-857F-4238-9E30-FCD3484AC5BF.tif,Week1_22123,Week1_22123,G05,1,AZ-A,3.0,Aurora kinase inhibitors
37612,70983,70983,1102,Week1_150607_G03_s4_w126E3FF86-1D04-4A69-80F5-76240FE85308,78,Week1_150607_G03_s4_w126E3FF86-1D04-4A69-80F5-76240FE85308_78.npy,1,688,Week1_150607_G03_s4_w126E3FF86-1D04-4A69-80F5-76240FE85308.tif,Week1_22161,Week1_150607_G03_s4_w2D3524C2F-35A4-4A90-9740-949F7D9FB1AB.tif,Week1_22161,Week1_150607_G03_s4_w461EB6520-01DB-4CBC-9D0D-B8C2625073CA.tif,Week1_22161,Week1_22161,G03,3,AZ-A,30.0,Aurora kinase inhibitors
57602,112208,112208,1248,Week2_180607_B11_s4_w1D5E8D998-EB9D-46B3-B144-BFBAA518ECF9,27,Week2_180607_B11_s4_w1D5E8D998-EB9D-46B3-B144-BFBAA518ECF9_27.npy,2,280,Week2_180607_B11_s4_w1D5E8D998-EB9D-46B3-B144-BFBAA518ECF9.tif,Week2_24141,Week2_180607_B11_s4_w24E4C46EF-CA56-4C74-A5A7-0D39D5F890AA.tif,Week2_24141,Week2_180607_B11_s4_w4E7698DB4-F7B5-4376-824F-AE8FF867AF79.tif,Week2_24141,Week2_24141,B11,2,taxol,0.3,Microtubule stabilizers
70625,143743,143743,1708,Week3_290607_B11_s1_w1C91D6682-C84A-411D-8F2B-348866D5AEC7,13,Week3_290607_B11_s1_w1C91D6682-C84A-411D-8F2B-348866D5AEC7_13.npy,3,37,Week3_290607_B11_s1_w1C91D6682-C84A-411D-8F2B-348866D5AEC7.tif,Week3_25421,Week3_290607_B11_s1_w22321F4C3-1D1F-4CDC-9CBF-8E01A6753A7E.tif,Week3_25421,Week3_290607_B11_s1_w4B2FE7348-4936-47F9-84E6-93364C2873FA.tif,Week3_25421,Week3_25421,B11,1,taxol,0.3,Microtubule stabilizers
87431,169227,169227,2138,Week3_290607_G02_s1_w1977FBA00-D247-4380-A480-FBFAF0BECFBF,25,Week3_290607_G02_s1_w1977FBA00-D247-4380-A480-FBFAF0BECFBF_25.npy,3,441,Week3_290607_G02_s1_w1977FBA00-D247-4380-A480-FBFAF0BECFBF.tif,Week3_25441,Week3_290607_G02_s1_w2981673C9-9A78-4996-B72B-7D96B2564F15.tif,Week3_25441,Week3_290607_G02_s1_w4C635E68F-92BF-4607-B06F-F786D020B0FF.tif,Week3_25441,Week3_25441,G02,2,taxol,0.3,Microtubule stabilizers
82330,162516,162516,1890,Week3_290607_D07_s2_w1A3A9865D-1273-4CA1-975F-82AFFFD545D1,3,Week3_290607_D07_s2_w1A3A9865D-1273-4CA1-975F-82AFFFD545D1_3.npy,3,342,Week3_290607_D07_s2_w1A3A9865D-1273-4CA1-975F-82AFFFD545D1.tif,Week3_25441,Week3_290607_D07_s2_w254D55469-C45F-421F-9E57-4BE92C1AC570.tif,Week3_25441,Week3_290607_D07_s2_w43F2043C4-8999-4594-852C-1B91AAA95D36.tif,Week3_25441,Week3_25441,D07,2,AZ-C,0.01,Eg5 inhibitors
221354,475919,475919,3591,Week9_090907_D04_s1_w133946D18-DCB1-4A8A-B66A-595870CEDF9B,88,Week9_090907_D04_s1_w133946D18-DCB1-4A8A-B66A-595870CEDF9B_88.npy,9,2969,Week9_090907_D04_s1_w133946D18-DCB1-4A8A-B66A-595870CEDF9B.tif,Week9_39282,Week9_090907_D04_s1_w261203E65-A8FB-42CF-9E53-4A8C85A93711.tif,Week9_39282,Week9_090907_D04_s1_w44845EAAD-331F-4698-8F17-BA92B4DD028D.tif,Week9_39282,Week9_39282,D04,1,simvastatin,6.0,Cholesterol-lowering
42290,79008,79008,886,Week1_150607_D05_s2_w1B90E6163-E5F5-4E18-8CAC-FF8188D26090,54,Week1_150607_D05_s2_w1B90E6163-E5F5-4E18-8CAC-FF8188D26090_54.npy,1,2974,Week1_150607_D05_s2_w1B90E6163-E5F5-4E18-8CAC-FF8188D26090.tif,Week1_22361,Week1_150607_D05_s2_w287EAAA26-013A-42DC-B6C5-A432C27E6B8D.tif,Week1_22361,Week1_150607_D05_s2_w407260BAB-07E4-4E0F-B88F-8B25CA38AC44.tif,Week1_22361,Week1_22361,D05,1,epothilone B,0.3,Microtubule stabilizers
50079,96067,96067,725,Week1_150607_B05_s2_w11EC6CBA7-4729-4C04-A4E8-CF828932AD08,161,Week1_150607_B05_s2_w11EC6CBA7-4729-4C04-A4E8-CF828932AD08_161.npy,1,3374,Week1_150607_B05_s2_w11EC6CBA7-4729-4C04-A4E8-CF828932AD08.tif,Week1_22401,Week1_150607_B05_s2_w24B8B61A1-96F3-4FCC-8D96-5A870312CA8A.tif,Week1_22401,Week1_150607_B05_s2_w483F78737-B457-4DA9-B5C9-C4E44F9B62CE.tif,Week1_22401,Week1_22401,B05,3,latrunculin B,3.0,Actin disruptors
56904,110200,110200,1523,Week2_180607_G03_s4_w176B8FDE2-C853-473C-B927-1B82F40B1796,67,Week2_180607_G03_s4_w176B8FDE2-C853-473C-B927-1B82F40B1796_67.npy,2,208,Week2_180607_G03_s4_w176B8FDE2-C853-473C-B927-1B82F40B1796.tif,Week2_24121,Week2_180607_G03_s4_w271DDCC68-54C1-4B0F-9608-A6B38F0964ED.tif,Week2_24121,Week2_180607_G03_s4_w43ED33618-1003-40B8-8239-88633F540807.tif,Week2_24121,Week2_24121,G03,1,methotrexate,10.0,DNA replication
220466,472993,472993,3784,Week9_090907_F11_s3_w1452A4EFD-66A8-4870-8BB8-3655683444EB,72,Week9_090907_F11_s3_w1452A4EFD-66A8-4870-8BB8-3655683444EB_72.npy,9,679,Week9_090907_F11_s3_w1452A4EFD-66A8-4870-8BB8-3655683444EB.tif,Week9_39222,Week9_090907_F11_s3_w2EEFA2AE6-1DD9-432B-9554-F1637EC25B7D.tif,Week9_39222,Week9_090907_F11_s3_w4B8671DFF-6603-4988-B6FA-B116181E5D59.tif,Week9_39222,Week9_39222,F11,3,DMSO,0.0,DMSO
52165,100107,100107,871,Week1_150607_D04_s4_w12921A58D-565B-4456-B85C-D59A4C609393,36,Week1_150607_D04_s4_w12921A58D-565B-4456-B85C-D59A4C609393_36.npy,1,3452,Week1_150607_D04_s4_w12921A58D-565B-4456-B85C-D59A4C609393.tif,Week1_22401,Week1_150607_D04_s4_w2037C2B46-D73E-4D03-883C-FB01DDE5FF1B.tif,Week1_22401,Week1_150607_D04_s4_w40B949B36-82A5-4DA7-9189-729F656ADBBB.tif,Week1_22401,Week1_22401,D04,3,epothilone B,1.0,Microtubule stabilizers
174008,362139,362139,2834,Week7_230707_C04_s3_w127BC91F9-9316-4ECB-A5A6-E7DF187F423C,39,Week7_230707_C04_s3_w127BC91F9-9316-4ECB-A5A6-E7DF187F423C_39.npy,7,51,Week7_230707_C04_s3_w127BC91F9-9316-4ECB-A5A6-E7DF187F423C.tif,Week7_34341,Week7_230707_C04_s3_w2B1D9DF8B-0B11-4BD5-A3EA-A3490172B512.tif,Week7_34341,Week7_230707_C04_s3_w4B5004CFD-CA3C-4617-9E0B-1FDAC1AA6163.tif,Week7_34341,Week7_34341,C04,1,docetaxel,0.3,Microtubule stabilizers
134288,257469,257469,102,B11_s3_w1EA26915D-23B1-4215-A998-465D7D046E68,44,B11_s3_w1EA26915D-23B1-4215-A998-465D7D046E68_44.npy,4,3159,B11_s3_w1EA26915D-23B1-4215-A998-465D7D046E68.tif,Week4_27821,B11_s3_w295FCA217-FC78-42CE-9ECE-E39E275D38B3.tif,Week4_27821,B11_s3_w42812DFEE-E6B6-4C52-A1FD-D16A5C092C93.tif,Week4_27821,Week4_27821,B11,2,taxol,0.3,Microtubule stabilizers
133334,256515,256515,42,B04_s2_w184A0D5B4-CF62-42E8-93C0-A889EAFBD914,3,B04_s2_w184A0D5B4-CF62-42E8-93C0-A889EAFBD914_3.npy,4,3130,B04_s2_w184A0D5B4-CF62-42E8-93C0-A889EAFBD914.tif,Week4_27821,B04_s2_w2565807D8-0616-4633-8919-99F74DBE9656.tif,Week4_27821,B04_s2_w4220CBB39-1ED3-4850-A614-764F506F95AA.tif,Week4_27821,Week4_27821,B04,2,cyclohexamide,15.0,Protein synthesis
